user_id,product_id,event_type,timestamp,rating
40,22,view,2026-01-01 10:32:32,0
313,145,view,2026-01-01 10:33:46,0
698,172,view,2026-01-01 10:36:51,0
122,55,cart,2026-01-01 10:40:46,0
837,19,view,2026-01-01 10:51:59,0
404,161,cart,2026-01-01 10:54:33,0
372,147,view,2026-01-01 10:57:28,0
513,34,view,2026-01-01 11:01:13,0
9,172,cart,2026-01-01 11:13:19,0
260,99,view,2026-01-01 11:18:44,0
476,144,click,2026-01-01 11:23:03,0
925,91,cart,2026-01-01 11:24:48,0
317,10,review,2026-01-01 11:27:07,3
362,22,view,2026-01-01 11:27:52,0
892,157,click,2026-01-01 11:38:47,0
714,46,view,2026-01-01 11:41:56,0
644,142,view,2026-01-01 11:42:17,0
996,149,view,2026-01-01 11:46:10,0
522,91,view,2026-01-01 11:58:12,0
911,166,click,2026-01-01 12:01:05,0
436,13,view,2026-01-01 12:08:28,0
231,2,review,2026-01-01 12:17:12,4
676,116,cart,2026-01-01 12:19:02,0
189,81,view,2026-01-01 12:26:24,0
744,115,click,2026-01-01 12:27:23,0
966,15,purchase,2026-01-01 12:33:23,0
698,178,view,2026-01-01 12:36:26,0
346,156,click,2026-01-01 12:39:06,0
341,199,purchase,2026-01-01 12:42:40,0
770,154,view,2026-01-01 12:46:44,0
867,46,cart,2026-01-01 12:51:52,0
451,31,view,2026-01-01 12:52:36,0
468,123,view,2026-01-01 12:56:46,0
836,138,review,2026-01-01 12:59:55,4
629,187,cart,2026-01-01 13:04:54,0
747,78,cart,2026-01-01 13:17:21,0
390,108,view,2026-01-01 13:24:53,0
209,72,view,2026-01-01 13:26:07,0
202,191,view,2026-01-01 13:26:56,0
194,73,click,2026-01-01 13:31:11,0
240,140,view,2026-01-01 13:40:52,0
453,33,cart,2026-01-01 13:41:21,0
788,44,cart,2026-01-01 13:46:09,0
515,21,view,2026-01-01 13:46:31,0
844,67,review,2026-01-01 13:55:51,5
831,108,view,2026-01-01 14:00:21,0
885,5,purchase,2026-01-01 14:05:54,0
506,33,view,2026-01-01 14:11:21,0
649,170,view,2026-01-01 14:13:44,0
442,111,view,2026-01-01 14:17:10,0
33,102,click,2026-01-01 14:39:28,0
349,91,view,2026-01-01 14:56:35,0
352,37,view,2026-01-01 14:58:04,0
13,174,view,2026-01-01 14:58:23,0
167,32,cart,2026-01-01 15:07:47,0
24,197,cart,2026-01-01 15:07:58,0
753,153,click,2026-01-01 15:09:35,0
554,7,cart,2026-01-01 15:24:23,0
364,166,view,2026-01-01 15:35:14,0
943,137,view,2026-01-01 15:37:01,0
79,60,cart,2026-01-01 15:38:18,0
542,11,view,2026-01-01 15:42:33,0
685,141,cart,2026-01-01 15:58:49,0
454,116,view,2026-01-01 16:04:24,0
643,50,view,2026-01-01 16:08:26,0
910,69,review,2026-01-01 16:17:23,3
90,110,view,2026-01-01 16:21:42,0
53,168,view,2026-01-01 16:26:01,0
279,99,view,2026-01-01 16:28:40,0
928,132,cart,2026-01-01 16:30:34,0
309,34,cart,2026-01-01 16:32:27,0
561,23,view,2026-01-01 16:42:33,0
453,150,view,2026-01-01 16:47:37,0
795,146,purchase,2026-01-01 16:50:55,0
421,160,view,2026-01-01 16:59:32,0
368,48,view,2026-01-01 17:01:00,0
740,33,click,2026-01-01 17:08:07,0
207,123,cart,2026-01-01 17:12:47,0
165,6,click,2026-01-01 17:20:31,0
446,164,cart,2026-01-01 17:24:27,0
566,57,click,2026-01-01 17:37:11,0
472,159,click,2026-01-01 17:39:10,0
217,159,view,2026-01-01 17:40:48,0
937,80,view,2026-01-01 17:50:42,0
99,181,view,2026-01-01 17:56:12,0
47,45,view,2026-01-01 17:58:00,0
172,71,view,2026-01-01 18:01:57,0
427,5,cart,2026-01-01 18:03:52,0
427,4,view,2026-01-01 18:11:00,0
990,15,view,2026-01-01 18:15:56,0
899,188,cart,2026-01-01 18:17:23,0
386,23,view,2026-01-01 18:17:53,0
40,29,cart,2026-01-01 18:21:01,0
469,76,view,2026-01-01 18:22:03,0
457,160,view,2026-01-01 18:25:36,0
96,102,view,2026-01-01 18:26:49,0
922,107,click,2026-01-01 18:27:42,0
93,147,view,2026-01-01 18:28:54,0
932,19,view,2026-01-01 18:32:15,0
428,20,view,2026-01-01 18:49:12,0
675,93,click,2026-01-01 18:49:22,0
745,2,view,2026-01-01 18:59:45,0
190,3,view,2026-01-01 19:14:50,0
58,44,view,2026-01-01 19:28:08,0
67,48,click,2026-01-01 19:38:47,0
739,48,cart,2026-01-01 19:42:25,0
220,135,click,2026-01-01 19:50:14,0
18,19,purchase,2026-01-01 19:53:23,0
499,7,click,2026-01-01 19:53:26,0
818,168,click,2026-01-01 19:55:54,0
121,110,view,2026-01-01 19:56:59,0
160,140,review,2026-01-01 20:00:46,4
875,79,cart,2026-01-01 20:06:09,0
670,120,view,2026-01-01 20:25:27,0
644,149,view,2026-01-01 20:32:41,0
565,108,view,2026-01-01 20:41:38,0
494,82,click,2026-01-01 20:52:16,0
24,198,purchase,2026-01-01 20:58:37,0
331,96,cart,2026-01-01 21:01:39,0
453,34,view,2026-01-01 21:03:07,0
952,173,view,2026-01-01 21:03:42,0
223,150,view,2026-01-01 21:04:47,0
753,60,view,2026-01-01 21:06:28,0
683,14,cart,2026-01-01 21:06:47,0
647,132,review,2026-01-01 21:12:54,4
173,131,click,2026-01-01 21:19:24,0
757,20,view,2026-01-01 21:27:24,0
319,183,click,2026-01-01 21:28:12,0
905,200,view,2026-01-01 21:43:38,0
304,88,cart,2026-01-01 21:45:54,0
60,174,click,2026-01-01 21:57:59,0
36,21,view,2026-01-01 21:58:36,0
517,29,view,2026-01-01 22:00:14,0
13,175,view,2026-01-01 22:05:34,0
557,107,view,2026-01-01 22:16:43,0
703,41,view,2026-01-01 22:18:35,0
501,41,view,2026-01-01 22:26:22,0
310,92,click,2026-01-01 22:41:59,0
277,182,view,2026-01-01 22:45:55,0
387,154,view,2026-01-01 22:53:30,0
397,39,view,2026-01-01 22:55:41,0
39,49,view,2026-01-01 22:59:27,0
223,159,view,2026-01-01 23:03:55,0
377,158,cart,2026-01-01 23:24:49,0
387,152,view,2026-01-01 23:29:55,0
18,4,cart,2026-01-01 23:31:16,0
261,69,click,2026-01-01 23:39:35,0
228,97,view,2026-01-01 23:44:17,0
66,41,view,2026-01-01 23:48:35,0
436,63,click,2026-01-01 23:48:56,0
39,47,click,2026-01-01 23:50:50,0
906,67,cart,2026-01-01 23:51:22,0
672,104,click,2026-01-02 00:02:31,0
988,56,review,2026-01-02 00:21:45,4
57,7,purchase,2026-01-02 00:26:01,0
188,84,view,2026-01-02 00:29:23,0
562,8,view,2026-01-02 00:30:50,0
413,66,view,2026-01-02 00:31:15,0
397,37,purchase,2026-01-02 00:31:29,0
225,84,view,2026-01-02 00:36:07,0
418,135,click,2026-01-02 00:38:12,0
219,121,click,2026-01-02 00:38:26,0
33,110,click,2026-01-02 00:45:40,0
738,163,purchase,2026-01-02 01:04:17,0
64,14,click,2026-01-02 01:05:05,0
670,117,view,2026-01-02 01:10:50,0
882,91,view,2026-01-02 01:16:25,0
298,96,cart,2026-01-02 01:24:46,0
288,194,view,2026-01-02 01:27:06,0
194,1,click,2026-01-02 01:29:22,0
250,178,view,2026-01-02 01:38:04,0
128,10,view,2026-01-02 01:48:00,0
195,64,view,2026-01-02 01:48:22,0
477,116,cart,2026-01-02 01:59:02,0
349,179,view,2026-01-02 01:59:45,0
902,22,click,2026-01-02 02:10:11,0
275,24,cart,2026-01-02 02:19:40,0
543,197,purchase,2026-01-02 02:35:05,0
895,49,view,2026-01-02 02:41:25,0
315,132,click,2026-01-02 02:45:23,0
265,45,view,2026-01-02 02:52:46,0
323,149,view,2026-01-02 03:05:35,0
713,109,view,2026-01-02 03:12:07,0
202,24,view,2026-01-02 03:13:45,0
978,118,view,2026-01-02 03:14:14,0
19,21,view,2026-01-02 03:14:57,0
912,85,view,2026-01-02 03:24:06,0
171,74,click,2026-01-02 03:26:27,0
103,67,view,2026-01-02 03:37:09,0
39,4,view,2026-01-02 03:37:33,0
727,191,view,2026-01-02 03:41:36,0
160,190,view,2026-01-02 03:44:29,0
38,152,view,2026-01-02 03:46:56,0
666,109,view,2026-01-02 03:50:13,0
877,122,click,2026-01-02 03:51:53,0
97,164,view,2026-01-02 03:53:00,0
283,166,view,2026-01-02 03:56:21,0
726,78,view,2026-01-02 04:05:47,0
342,146,click,2026-01-02 04:21:25,0
855,83,view,2026-01-02 04:25:10,0
666,46,click,2026-01-02 04:27:18,0
321,12,purchase,2026-01-02 04:27:32,0
743,38,view,2026-01-02 04:28:57,0
206,186,view,2026-01-02 04:29:06,0
604,193,view,2026-01-02 04:31:15,0
223,156,view,2026-01-02 04:33:11,0
19,24,click,2026-01-02 04:40:48,0
676,162,view,2026-01-02 04:40:59,0
429,151,view,2026-01-02 04:42:18,0
853,5,review,2026-01-02 04:56:48,5
219,150,cart,2026-01-02 05:06:26,0
172,79,view,2026-01-02 05:14:19,0
182,44,view,2026-01-02 05:16:35,0
71,40,click,2026-01-02 05:17:16,0
556,53,view,2026-01-02 05:27:20,0
301,67,view,2026-01-02 05:36:41,0
748,38,view,2026-01-02 05:44:08,0
894,37,click,2026-01-02 05:48:29,0
514,142,click,2026-01-02 06:02:36,0
737,30,click,2026-01-02 06:03:46,0
42,51,view,2026-01-02 06:10:02,0
305,28,view,2026-01-02 06:14:07,0
244,96,click,2026-01-02 06:21:13,0
554,1,view,2026-01-02 06:22:31,0
636,192,click,2026-01-02 06:27:55,0
356,85,view,2026-01-02 06:31:36,0
993,8,view,2026-01-02 06:35:22,0
671,58,purchase,2026-01-02 06:38:32,0
557,98,click,2026-01-02 06:40:10,0
336,130,view,2026-01-02 06:41:58,0
238,69,click,2026-01-02 06:44:16,0
643,180,review,2026-01-02 06:53:17,5
4,130,view,2026-01-02 06:55:43,0
317,1,view,2026-01-02 06:55:58,0
279,97,click,2026-01-02 07:00:07,0
481,65,click,2026-01-02 07:01:22,0
904,191,view,2026-01-02 07:03:12,0
200,141,view,2026-01-02 07:03:41,0
997,174,review,2026-01-02 07:03:48,4
152,89,view,2026-01-02 07:07:52,0
889,115,click,2026-01-02 07:10:10,0
764,19,click,2026-01-02 07:12:16,0
434,20,click,2026-01-02 07:13:42,0
926,4,view,2026-01-02 07:40:11,0
160,138,cart,2026-01-02 07:44:25,0
239,22,click,2026-01-02 07:44:42,0
81,159,purchase,2026-01-02 07:45:38,0
880,110,view,2026-01-02 07:47:07,0
496,41,view,2026-01-02 07:49:36,0
184,128,click,2026-01-02 07:51:46,0
644,142,cart,2026-01-02 07:54:08,0
409,160,view,2026-01-02 07:58:07,0
445,159,click,2026-01-02 07:59:48,0
335,109,view,2026-01-02 08:01:18,0
561,28,view,2026-01-02 08:13:44,0
95,131,cart,2026-01-02 08:13:55,0
578,114,view,2026-01-02 08:19:44,0
752,54,review,2026-01-02 08:19:49,5
839,93,click,2026-01-02 08:26:36,0
169,179,view,2026-01-02 08:34:38,0
252,86,click,2026-01-02 08:35:47,0
447,149,purchase,2026-01-02 08:46:51,0
325,133,purchase,2026-01-02 08:48:10,0
69,19,view,2026-01-02 08:49:18,0
15,14,click,2026-01-02 08:55:23,0
661,50,view,2026-01-02 09:00:54,0
605,120,purchase,2026-01-02 09:07:46,0
835,120,view,2026-01-02 09:08:31,0
775,171,view,2026-01-02 09:13:06,0
430,78,view,2026-01-02 09:19:05,0
504,142,click,2026-01-02 09:19:56,0
308,91,click,2026-01-02 09:20:11,0
477,34,purchase,2026-01-02 09:24:11,0
585,62,view,2026-01-02 09:27:21,0
941,134,view,2026-01-02 09:27:41,0
414,95,view,2026-01-02 09:32:34,0
538,16,review,2026-01-02 09:34:27,3
715,38,cart,2026-01-02 09:34:27,0
363,138,view,2026-01-02 09:35:13,0
787,55,click,2026-01-02 09:38:03,0
816,94,view,2026-01-02 09:38:17,0
843,28,view,2026-01-02 09:43:21,0
17,167,view,2026-01-02 09:48:48,0
774,192,view,2026-01-02 09:54:08,0
781,115,cart,2026-01-02 10:07:24,0
847,174,view,2026-01-02 10:17:21,0
272,58,view,2026-01-02 10:23:51,0
576,88,view,2026-01-02 10:25:53,0
993,9,view,2026-01-02 10:35:48,0
50,91,review,2026-01-02 10:36:55,5
630,118,view,2026-01-02 10:38:44,0
189,23,purchase,2026-01-02 10:40:00,0
409,156,view,2026-01-02 10:53:07,0
243,10,view,2026-01-02 11:11:25,0
30,86,view,2026-01-02 11:18:47,0
230,130,view,2026-01-02 11:25:45,0
997,176,click,2026-01-02 11:27:25,0
990,15,click,2026-01-02 11:39:33,0
872,59,cart,2026-01-02 11:40:13,0
363,132,view,2026-01-02 11:47:57,0
298,93,view,2026-01-02 12:06:16,0
496,50,view,2026-01-02 12:08:07,0
309,32,cart,2026-01-02 12:10:35,0
28,88,click,2026-01-02 12:18:17,0
721,196,view,2026-01-02 12:31:50,0
618,49,click,2026-01-02 12:32:47,0
567,100,click,2026-01-02 12:40:41,0
922,105,view,2026-01-02 12:41:47,0
4,127,click,2026-01-02 12:46:56,0
786,119,view,2026-01-02 12:51:49,0
372,150,cart,2026-01-02 12:52:08,0
53,168,view,2026-01-02 12:53:28,0
575,142,view,2026-01-02 13:01:00,0
547,154,view,2026-01-02 13:03:00,0
727,194,view,2026-01-02 13:03:50,0
643,50,view,2026-01-02 13:08:44,0
147,144,view,2026-01-02 13:10:34,0
430,78,view,2026-01-02 13:11:16,0
995,35,cart,2026-01-02 13:25:04,0
560,130,click,2026-01-02 13:30:04,0
695,200,purchase,2026-01-02 13:32:37,0
281,180,view,2026-01-02 13:34:57,0
705,150,view,2026-01-02 13:38:33,0
331,126,view,2026-01-02 13:49:42,0
773,30,cart,2026-01-02 13:51:18,0
893,178,view,2026-01-02 14:00:33,0
484,7,purchase,2026-01-02 14:11:07,0
169,131,view,2026-01-02 14:17:20,0
154,74,view,2026-01-02 14:28:10,0
887,167,cart,2026-01-02 14:28:45,0
710,21,view,2026-01-02 14:31:54,0
521,164,view,2026-01-02 14:32:49,0
961,177,view,2026-01-02 14:38:44,0
472,35,click,2026-01-02 14:46:22,0
309,40,view,2026-01-02 14:48:25,0
575,149,view,2026-01-02 15:00:08,0
510,143,click,2026-01-02 15:08:28,0
284,147,view,2026-01-02 15:11:19,0
478,114,view,2026-01-02 15:14:45,0
495,35,click,2026-01-02 15:20:30,0
918,107,purchase,2026-01-02 15:21:47,0
262,76,view,2026-01-02 15:29:50,0
447,149,view,2026-01-02 15:31:09,0
907,124,view,2026-01-02 15:34:01,0
391,72,cart,2026-01-02 15:40:28,0
667,162,purchase,2026-01-02 15:42:23,0
567,109,view,2026-01-02 15:42:35,0
286,95,purchase,2026-01-02 15:43:58,0
538,18,view,2026-01-02 15:50:59,0
170,173,click,2026-01-02 15:56:47,0
21,74,click,2026-01-02 15:58:42,0
102,176,view,2026-01-02 16:09:34,0
459,175,click,2026-01-02 16:12:50,0
297,71,view,2026-01-02 16:25:11,0
599,190,cart,2026-01-02 16:25:16,0
864,139,click,2026-01-02 16:33:34,0
91,33,review,2026-01-02 16:34:01,3
797,26,purchase,2026-01-02 16:39:38,0
281,174,view,2026-01-02 16:42:22,0
167,10,purchase,2026-01-02 16:52:39,0
679,45,view,2026-01-02 16:54:53,0
287,17,view,2026-01-02 17:01:26,0
665,176,view,2026-01-02 17:01:41,0
861,98,view,2026-01-02 17:09:19,0
796,116,view,2026-01-02 17:10:19,0
706,8,click,2026-01-02 17:12:47,0
338,147,view,2026-01-02 17:14:02,0
995,107,view,2026-01-02 17:17:27,0
749,108,click,2026-01-02 17:19:21,0
410,45,click,2026-01-02 17:37:18,0
255,105,click,2026-01-02 17:43:58,0
596,133,view,2026-01-02 17:53:25,0
631,25,view,2026-01-02 17:53:58,0
784,90,view,2026-01-02 17:54:56,0
696,82,view,2026-01-02 18:02:12,0
622,158,click,2026-01-02 18:03:48,0
730,175,click,2026-01-02 18:17:53,0
349,94,view,2026-01-02 18:24:26,0
536,34,view,2026-01-02 18:34:06,0
155,108,view,2026-01-02 18:36:08,0
837,16,cart,2026-01-02 18:40:13,0
179,121,click,2026-01-02 18:42:04,0
530,139,view,2026-01-02 18:42:09,0
478,113,view,2026-01-02 18:48:59,0
202,191,cart,2026-01-02 18:53:52,0
790,46,cart,2026-01-02 18:59:32,0
310,81,view,2026-01-02 19:06:30,0
42,56,view,2026-01-02 19:13:43,0
517,49,view,2026-01-02 19:14:45,0
937,77,view,2026-01-02 19:16:37,0
28,104,click,2026-01-02 19:19:17,0
906,43,view,2026-01-02 19:19:29,0
639,16,click,2026-01-02 19:19:50,0
774,196,view,2026-01-02 19:45:15,0
990,28,view,2026-01-02 19:47:21,0
22,130,click,2026-01-02 19:55:07,0
635,26,view,2026-01-02 20:02:49,0
617,78,click,2026-01-02 20:11:15,0
909,118,cart,2026-01-02 20:18:30,0
51,70,view,2026-01-02 20:32:42,0
310,95,view,2026-01-02 20:38:36,0
225,102,view,2026-01-02 20:39:47,0
223,155,view,2026-01-02 20:44:42,0
415,60,view,2026-01-02 20:52:29,0
279,99,view,2026-01-02 20:57:54,0
837,17,click,2026-01-02 21:12:27,0
974,181,review,2026-01-02 21:13:41,3
320,88,purchase,2026-01-02 21:14:24,0
311,82,view,2026-01-02 21:16:39,0
845,89,purchase,2026-01-02 21:21:35,0
550,33,purchase,2026-01-02 21:26:35,0
986,96,view,2026-01-02 21:26:53,0
877,96,view,2026-01-02 21:30:50,0
694,57,view,2026-01-02 21:31:46,0
460,195,view,2026-01-02 21:37:09,0
33,101,view,2026-01-02 21:37:31,0
225,81,view,2026-01-02 21:57:07,0
897,113,view,2026-01-02 22:11:48,0
657,127,click,2026-01-02 22:17:12,0
364,165,view,2026-01-02 22:17:29,0
767,124,click,2026-01-02 22:18:26,0
785,27,view,2026-01-02 22:31:01,0
608,184,view,2026-01-02 22:34:48,0
329,60,click,2026-01-02 22:41:43,0
878,199,click,2026-01-02 22:54:39,0
90,102,view,2026-01-02 22:55:17,0
308,96,click,2026-01-02 23:02:56,0
869,129,click,2026-01-02 23:17:23,0
748,33,view,2026-01-02 23:19:58,0
437,99,view,2026-01-02 23:20:07,0
790,41,purchase,2026-01-02 23:24:54,0
345,142,view,2026-01-02 23:41:45,0
886,24,view,2026-01-02 23:59:41,0
823,190,click,2026-01-03 00:00:20,0
676,166,view,2026-01-03 00:07:03,0
241,174,view,2026-01-03 00:29:31,0
411,149,click,2026-01-03 00:34:10,0
82,69,view,2026-01-03 00:37:54,0
688,32,view,2026-01-03 00:48:36,0
35,191,view,2026-01-03 00:49:48,0
452,88,click,2026-01-03 00:50:50,0
906,48,view,2026-01-03 00:51:47,0
459,173,click,2026-01-03 00:51:49,0
955,71,purchase,2026-01-03 00:52:30,0
859,158,view,2026-01-03 00:54:31,0
14,14,view,2026-01-03 01:16:31,0
96,104,click,2026-01-03 01:24:16,0
896,127,view,2026-01-03 01:24:22,0
223,152,view,2026-01-03 01:27:24,0
491,44,view,2026-01-03 01:32:15,0
476,143,click,2026-01-03 01:35:32,0
6,4,click,2026-01-03 01:38:28,0
299,24,view,2026-01-03 01:43:15,0
532,105,click,2026-01-03 01:45:54,0
836,137,view,2026-01-03 01:53:39,0
450,119,view,2026-01-03 01:54:50,0
681,57,view,2026-01-03 02:10:03,0
780,55,click,2026-01-03 02:14:22,0
219,142,cart,2026-01-03 02:17:11,0
994,182,cart,2026-01-03 02:23:36,0
325,138,view,2026-01-03 02:31:09,0
568,184,click,2026-01-03 02:41:34,0
705,144,view,2026-01-03 02:48:08,0
176,53,view,2026-01-03 02:58:21,0
153,27,review,2026-01-03 03:02:23,5
529,144,view,2026-01-03 03:03:56,0
921,98,view,2026-01-03 03:12:32,0
273,193,click,2026-01-03 03:17:11,0
770,152,click,2026-01-03 03:19:24,0
531,107,view,2026-01-03 03:28:59,0
132,187,view,2026-01-03 03:38:05,0
203,93,click,2026-01-03 03:38:41,0
113,55,view,2026-01-03 03:41:49,0
871,185,click,2026-01-03 03:41:56,0
638,183,view,2026-01-03 03:44:38,0
523,195,review,2026-01-03 03:45:21,5
601,40,view,2026-01-03 03:46:28,0
157,47,view,2026-01-03 03:49:18,0
809,64,view,2026-01-03 03:52:40,0
1000,81,click,2026-01-03 03:53:37,0
616,45,click,2026-01-03 04:00:44,0
617,77,click,2026-01-03 04:03:00,0
125,25,view,2026-01-03 04:12:53,0
145,199,click,2026-01-03 04:13:36,0
878,1,view,2026-01-03 04:15:04,0
18,12,cart,2026-01-03 04:26:24,0
397,37,cart,2026-01-03 04:32:14,0
819,35,click,2026-01-03 04:39:19,0
205,2,view,2026-01-03 04:44:31,0
948,151,view,2026-01-03 04:44:59,0
812,143,click,2026-01-03 04:51:47,0
88,164,click,2026-01-03 04:52:20,0
308,100,view,2026-01-03 04:53:10,0
245,128,view,2026-01-03 04:53:16,0
6,8,view,2026-01-03 04:58:32,0
318,73,click,2026-01-03 05:08:09,0
399,9,view,2026-01-03 05:12:40,0
226,80,click,2026-01-03 05:14:23,0
587,86,click,2026-01-03 05:17:39,0
236,200,view,2026-01-03 05:26:23,0
768,126,click,2026-01-03 05:26:50,0
413,8,view,2026-01-03 05:27:31,0
824,144,click,2026-01-03 05:27:45,0
617,189,view,2026-01-03 05:34:05,0
845,86,click,2026-01-03 05:38:47,0
883,162,view,2026-01-03 05:41:16,0
565,141,view,2026-01-03 05:42:59,0
449,121,cart,2026-01-03 05:45:08,0
75,56,view,2026-01-03 05:45:09,0
532,101,view,2026-01-03 05:52:53,0
668,134,view,2026-01-03 06:09:29,0
695,198,view,2026-01-03 06:17:20,0
631,150,purchase,2026-01-03 06:20:25,0
174,2,view,2026-01-03 06:25:41,0
339,11,cart,2026-01-03 06:43:44,0
456,117,click,2026-01-03 06:45:44,0
570,44,view,2026-01-03 06:48:12,0
125,120,click,2026-01-03 06:52:49,0
277,190,view,2026-01-03 07:01:36,0
593,15,click,2026-01-03 07:05:11,0
190,153,view,2026-01-03 07:11:46,0
656,37,view,2026-01-03 07:20:09,0
696,89,click,2026-01-03 07:23:24,0
690,114,view,2026-01-03 07:34:38,0
748,34,view,2026-01-03 07:38:36,0
714,11,click,2026-01-03 07:43:58,0
157,44,click,2026-01-03 08:02:21,0
682,52,view,2026-01-03 08:02:52,0
36,33,click,2026-01-03 08:04:15,0
41,115,click,2026-01-03 08:08:29,0
892,44,click,2026-01-03 08:08:35,0
82,65,view,2026-01-03 08:10:53,0
550,40,view,2026-01-03 08:11:34,0
390,107,view,2026-01-03 08:15:28,0
574,151,click,2026-01-03 08:15:56,0
242,153,click,2026-01-03 08:26:07,0
413,4,click,2026-01-03 08:28:16,0
181,22,click,2026-01-03 08:31:25,0
364,163,view,2026-01-03 08:33:26,0
497,118,click,2026-01-03 08:42:03,0
206,126,cart,2026-01-03 08:54:19,0
841,72,click,2026-01-03 08:56:17,0
147,143,view,2026-01-03 08:57:24,0
459,172,click,2026-01-03 08:59:56,0
821,153,cart,2026-01-03 09:03:02,0
302,180,purchase,2026-01-03 09:16:14,0
998,157,cart,2026-01-03 09:20:29,0
145,191,view,2026-01-03 09:25:47,0
