user_id,product_id,product_name,category,recommendation_score
26,28,Java Programming Book 28,Books,0.9364489912986755
26,24,AI Fundamentals Book 24,Books,0.9245641827583313
26,29,Algorithms Book 29,Books,0.9213298559188843
27,186,Digital Camera 186,Electronics,0.8764002919197083
27,188,Wireless Mouse 188,Electronics,0.8655471801757812
27,183,Wireless Headphones 183,Electronics,0.8524879813194275
27,181,Smartphone 181,Electronics,0.8472201824188232
27,182,Laptop 182,Electronics,0.8408360481262207
28,106,Yoga Mat 106,Sports,0.6951107978820801
28,104,Tennis Ball Set 104,Sports,0.6899286508560181
28,101,Football 101,Sports,0.6654908061027527
28,102,Cricket Bat 102,Sports,0.6603641510009766
28,108,Sports Shoes 108,Sports,0.6412400603294373
29,105,Gym Gloves 105,Sports,0.7591501474380493
29,102,Cricket Bat 102,Sports,0.7534162998199463
29,67,Mechanical Keyboard 67,Electronics,0.7425206303596497
29,69,Computer Monitor 69,Electronics,0.7418828010559082
29,110,Fitness Band 110,Sports,0.7410449981689453
30,78,Sunglasses 78,Fashion,0.8339457511901855
30,76,Travel Backpack 76,Fashion,0.7791018486022949
30,74,Running Sneakers 74,Fashion,0.7757683396339417
30,75,Pullover Hoodie 75,Fashion,0.7744978666305542
30,73,Casual Jacket 73,Fashion,0.7669916152954102
31,127,Mechanical Keyboard 127,Electronics,0.8981823325157166
31,126,Digital Camera 126,Electronics,0.8901498317718506
31,125,Tablet 125,Electronics,0.8880161046981812
31,123,Wireless Headphones 123,Electronics,0.8867378830909729
31,121,Smartphone 121,Electronics,0.8792948126792908
32,96,Storage Organizer 96,Home,0.904607892036438
32,99,Steel Water Bottle 99,Home,0.8945454359054565
32,94,Window Curtains 94,Home,0.8806321620941162
32,97,Decorative Cushion 97,Home,0.8748041987419128
32,93,Cotton Bed Sheet 93,Home,0.8722259402275085
33,101,Football 101,Sports,0.9479870796203613
33,108,Sports Shoes 108,Sports,0.9285640716552734
33,106,Yoga Mat 106,Sports,0.920905351638794
33,104,Tennis Ball Set 104,Sports,0.9084105491638184
33,110,Fitness Band 110,Sports,0.9049642086029053
34,8,Wireless Mouse 8,Electronics,0.8174026012420654
34,5,Tablet 5,Electronics,0.7992956042289734
34,2,Laptop 2,Electronics,0.795262336730957
34,10,Bluetooth Speaker 10,Electronics,0.7904812097549438
34,1,Smartphone 1,Electronics,0.7710000276565552
35,197,Wrist Watch 197,Fashion,0.8809034824371338
35,192,Slim Fit Jeans 192,Fashion,0.8731309771537781
35,194,Running Sneakers 194,Fashion,0.8709561228752136
35,198,Sunglasses 198,Fashion,0.8578599095344543
35,195,Pullover Hoodie 195,Fashion,0.854469358921051
36,37,Decorative Cushion 37,Home,0.8270726203918457
36,40,Home Decor Set 40,Home,0.8255271911621094
36,31,Table Lamp 31,Home,0.7990028858184814
36,32,Ergonomic Office Chair 32,Home,0.787821352481842
36,35,Wall Clock 35,Home,0.7712185382843018
37,179,Face Cream 179,Beauty,0.8367939591407776
37,173,Shampoo 173,Beauty,0.8306976556777954
37,175,Sunscreen 175,Beauty,0.8179082274436951
37,178,Body Lotion 178,Beauty,0.7996560335159302
37,177,Hair Oil 177,Beauty,0.7821574807167053
38,170,Fitness Band 170,Sports,0.8893219232559204
38,161,Football 161,Sports,0.8844846487045288
38,169,Adjustable Dumbbells 169,Sports,0.8821487426757812
38,162,Cricket Bat 162,Sports,0.882075309753418
38,168,Sports Shoes 168,Sports,0.877916157245636
39,50,Fitness Band 50,Sports,0.7912360429763794
39,43,Badminton Racket 43,Sports,0.7863370180130005
39,47,Skipping Rope 47,Sports,0.7834540605545044
39,42,Cricket Bat 42,Sports,0.779026210308075
39,46,Yoga Mat 46,Sports,0.7708021402359009
40,24,AI Fundamentals Book 24,Books,0.8925257325172424
40,27,Computer Networks Book 27,Books,0.8870156407356262
40,30,Cloud Computing Book 30,Books,0.880742073059082
40,23,Machine Learning Book 23,Books,0.8798215985298157
40,21,Python Programming Book 21,Books,0.8774939179420471
41,115,Sunscreen 115,Beauty,0.838492214679718
41,113,Shampoo 113,Beauty,0.8271434307098389
41,114,Perfume 114,Beauty,0.7965925931930542
41,111,Face Wash 111,Beauty,0.7907958030700684
41,120,Beauty Care Kit 120,Beauty,0.7861037850379944
42,57,Hair Oil 57,Beauty,0.8424215912818909
42,54,Perfume 54,Beauty,0.8339942693710327
42,59,Face Cream 59,Beauty,0.8252710700035095
42,53,Shampoo 53,Beauty,0.8143589496612549
42,52,Moisturizer 52,Beauty,0.8011541962623596
43,175,Sunscreen 175,Beauty,0.9308376312255859
43,177,Hair Oil 177,Beauty,0.8987399339675903
43,179,Face Cream 179,Beauty,0.8876960277557373
43,171,Face Wash 171,Beauty,0.8848413228988647
43,174,Perfume 174,Beauty,0.8821455240249634
44,197,Wrist Watch 197,Fashion,0.8604564070701599
44,198,Sunglasses 198,Fashion,0.8202851414680481
44,194,Running Sneakers 194,Fashion,0.819098949432373
44,192,Slim Fit Jeans 192,Fashion,0.8170121908187866
44,193,Casual Jacket 193,Fashion,0.8095358610153198
45,175,Sunscreen 175,Beauty,0.9152402877807617
45,172,Moisturizer 172,Beauty,0.8833714723587036
45,8,Wireless Mouse 8,Electronics,0.880630373954773
45,180,Beauty Care Kit 180,Beauty,0.8801151514053345
45,171,Face Wash 171,Beauty,0.8742884993553162
46,97,Decorative Cushion 97,Home,0.8179593682289124
46,94,Window Curtains 94,Home,0.8147856593132019
46,96,Storage Organizer 96,Home,0.8127350211143494
46,99,Steel Water Bottle 99,Home,0.8096062541007996
46,95,Wall Clock 95,Home,0.8025946021080017
47,45,Gym Gloves 45,Sports,0.8724456429481506
47,42,Cricket Bat 42,Sports,0.8653547763824463
47,43,Badminton Racket 43,Sports,0.8511842489242554
47,46,Yoga Mat 46,Sports,0.8498347401618958
47,47,Skipping Rope 47,Sports,0.8480834364891052
48,37,Decorative Cushion 37,Home,0.8759868741035461
48,35,Wall Clock 35,Home,0.8514759540557861
48,40,Home Decor Set 40,Home,0.821950376033783
48,32,Ergonomic Office Chair 32,Home,0.8109327554702759
48,33,Cotton Bed Sheet 33,Home,0.8070948719978333
49,45,Gym Gloves 45,Sports,0.9105655550956726
49,42,Cricket Bat 42,Sports,0.8987634778022766
49,43,Badminton Racket 43,Sports,0.89326411485672
49,47,Skipping Rope 47,Sports,0.8875421285629272
49,46,Yoga Mat 46,Sports,0.883794903755188
50,97,Decorative Cushion 97,Home,0.7428128719329834
50,99,Steel Water Bottle 99,Home,0.7375411987304688
50,94,Window Curtains 94,Home,0.7364190816879272
50,96,Storage Organizer 96,Home,0.7329777479171753
50,100,Home Decor Set 100,Home,0.7051775455474854
51,69,Computer Monitor 69,Electronics,0.8469246625900269
51,70,Bluetooth Speaker 70,Electronics,0.817855954170227
51,63,Wireless Headphones 63,Electronics,0.8160296082496643
51,65,Tablet 65,Electronics,0.815302312374115
51,67,Mechanical Keyboard 67,Electronics,0.8119080066680908
52,69,Computer Monitor 69,Electronics,0.857275128364563
52,66,Digital Camera 66,Electronics,0.8278999924659729
52,65,Tablet 65,Electronics,0.8233126401901245
52,64,Smartwatch 64,Electronics,0.8076870441436768
52,61,Smartphone 61,Electronics,0.8073470592498779
53,165,Gym Gloves 165,Sports,0.8373417258262634
53,161,Football 161,Sports,0.8362826704978943
53,169,Adjustable Dumbbells 169,Sports,0.8360978960990906
53,162,Cricket Bat 162,Sports,0.8299326300621033
53,170,Fitness Band 170,Sports,0.8298237919807434
54,83,Machine Learning Book 83,Books,0.8799831867218018
54,87,Computer Networks Book 87,Books,0.8773912191390991
54,90,Cloud Computing Book 90,Books,0.8536738157272339
54,89,Algorithms Book 89,Books,0.8487963080406189
54,85,Database Systems Book 85,Books,0.8454546928405762
55,26,Operating Systems Book 26,Books,0.8661214709281921
55,24,AI Fundamentals Book 24,Books,0.8563873767852783
55,29,Algorithms Book 29,Books,0.8495713472366333
55,30,Cloud Computing Book 30,Books,0.841107964515686
55,28,Java Programming Book 28,Books,0.8346878290176392
56,83,Machine Learning Book 83,Books,0.6899386048316956
56,90,Cloud Computing Book 90,Books,0.6897652745246887
56,89,Algorithms Book 89,Books,0.6727141737937927
56,87,Computer Networks Book 87,Books,0.6690818667411804
56,82,Data Science Book 82,Books,0.6653017997741699
57,101,Football 101,Sports,0.6241962909698486
57,8,Wireless Mouse 8,Electronics,0.6217797994613647
57,104,Tennis Ball Set 104,Sports,0.6204378008842468
57,106,Yoga Mat 106,Sports,0.5997909903526306
57,10,Bluetooth Speaker 10,Electronics,0.598842442035675
58,45,Gym Gloves 45,Sports,0.8659958839416504
58,42,Cricket Bat 42,Sports,0.8636948466300964
58,47,Skipping Rope 47,Sports,0.8597564101219177
58,46,Yoga Mat 46,Sports,0.8584622740745544
58,43,Badminton Racket 43,Sports,0.8514978289604187
59,57,Hair Oil 57,Beauty,0.8225865960121155
59,54,Perfume 54,Beauty,0.8060541152954102
59,53,Shampoo 53,Beauty,0.7796825170516968
59,52,Moisturizer 52,Beauty,0.7628863453865051
59,56,Lip Balm 56,Beauty,0.7620869874954224
60,175,Sunscreen 175,Beauty,0.9067916870117188
60,180,Beauty Care Kit 180,Beauty,0.8809065818786621
60,174,Perfume 174,Beauty,0.8759350776672363
60,176,Lip Balm 176,Beauty,0.8724602460861206
60,179,Face Cream 179,Beauty,0.8605773448944092
61,175,Sunscreen 175,Beauty,0.9385661482810974
61,173,Shampoo 173,Beauty,0.9072218537330627
61,176,Lip Balm 176,Beauty,0.9068979620933533
61,177,Hair Oil 177,Beauty,0.9035542607307434
61,180,Beauty Care Kit 180,Beauty,0.8999478816986084
62,37,Decorative Cushion 37,Home,0.7540715932846069
62,40,Home Decor Set 40,Home,0.7450369596481323
62,31,Table Lamp 31,Home,0.7342640161514282
62,32,Ergonomic Office Chair 32,Home,0.7180984616279602
62,35,Wall Clock 35,Home,0.7125436663627625
63,50,Fitness Band 50,Sports,0.7956609725952148
63,48,Sports Shoes 48,Sports,0.7930740714073181
63,42,Cricket Bat 42,Sports,0.7927033305168152
63,47,Skipping Rope 47,Sports,0.7841969728469849
63,46,Yoga Mat 46,Sports,0.7805628180503845
64,17,Wrist Watch 17,Fashion,0.8413018584251404
64,14,Running Sneakers 14,Fashion,0.8384425640106201
64,18,Sunglasses 18,Fashion,0.8370750546455383
64,15,Pullover Hoodie 15,Fashion,0.8270497918128967
64,13,Casual Jacket 13,Fashion,0.8223909735679626
65,185,Tablet 185,Electronics,0.8481119871139526
65,183,Wireless Headphones 183,Electronics,0.8342134952545166
65,184,Smartwatch 184,Electronics,0.8285744190216064
65,181,Smartphone 181,Electronics,0.8097057342529297
65,182,Laptop 182,Electronics,0.8076162338256836
66,47,Skipping Rope 47,Sports,0.818297266960144
66,43,Badminton Racket 43,Sports,0.816441535949707
66,50,Fitness Band 50,Sports,0.7978267669677734
66,48,Sports Shoes 48,Sports,0.7950436472892761
66,42,Cricket Bat 42,Sports,0.7935552597045898
67,45,Gym Gloves 45,Sports,0.8609188199043274
67,50,Fitness Band 50,Sports,0.849928081035614
67,42,Cricket Bat 42,Sports,0.848831832408905
67,46,Yoga Mat 46,Sports,0.8468610644340515
67,43,Badminton Racket 43,Sports,0.8381118178367615
68,96,Storage Organizer 96,Home,0.9037384986877441
68,97,Decorative Cushion 97,Home,0.890554666519165
68,93,Cotton Bed Sheet 93,Home,0.8808266520500183
68,95,Wall Clock 95,Home,0.8654969930648804
68,99,Steel Water Bottle 99,Home,0.8518252372741699
69,118,Body Lotion 118,Beauty,0.6812212467193604
69,117,Hair Oil 117,Beauty,0.6556015610694885
69,120,Beauty Care Kit 120,Beauty,0.6383697390556335
69,119,Face Cream 119,Beauty,0.6379421949386597
69,116,Lip Balm 116,Beauty,0.6304981708526611
70,70,Bluetooth Speaker 70,Electronics,0.568773090839386
70,69,Computer Monitor 69,Electronics,0.5630109310150146
70,62,Laptop 62,Electronics,0.5605849027633667
70,61,Smartphone 61,Electronics,0.5536971092224121
70,64,Smartwatch 64,Electronics,0.5489453077316284
71,31,Table Lamp 31,Home,0.896697998046875
71,37,Decorative Cushion 37,Home,0.8904128074645996
71,32,Ergonomic Office Chair 32,Home,0.8850201368331909
71,35,Wall Clock 35,Home,0.8725602030754089
71,34,Window Curtains 34,Home,0.8627119660377502
72,175,Sunscreen 175,Beauty,0.8560308218002319
72,176,Lip Balm 176,Beauty,0.8288302421569824
72,180,Beauty Care Kit 180,Beauty,0.8216322064399719
72,177,Hair Oil 177,Beauty,0.821563184261322
72,179,Face Cream 179,Beauty,0.819687008857727
73,198,Sunglasses 198,Fashion,0.9109613299369812
73,194,Running Sneakers 194,Fashion,0.8788338303565979
73,192,Slim Fit Jeans 192,Fashion,0.8740766644477844
73,191,Cotton T-Shirt 191,Fashion,0.8739765882492065
73,196,Travel Backpack 196,Fashion,0.8732724189758301
74,72,Slim Fit Jeans 72,Fashion,0.8577552437782288
74,78,Sunglasses 78,Fashion,0.840929388999939
74,75,Pullover Hoodie 75,Fashion,0.8395838737487793
74,79,Casual Shoes 79,Fashion,0.8296133875846863
74,80,Baseball Cap 80,Fashion,0.8196832537651062
75,54,Perfume 54,Beauty,0.8930449485778809
75,52,Moisturizer 52,Beauty,0.8911989331245422
75,53,Shampoo 53,Beauty,0.8905659317970276
75,59,Face Cream 59,Beauty,0.8862795829772949
75,58,Body Lotion 58,Beauty,0.883707582950592
76,1,Smartphone 1,Electronics,0.8778384327888489
76,3,Wireless Headphones 3,Electronics,0.8690823316574097
76,10,Bluetooth Speaker 10,Electronics,0.8433419466018677
76,2,Laptop 2,Electronics,0.8409699201583862
76,8,Wireless Mouse 8,Electronics,0.8402318954467773
77,101,Football 101,Sports,0.8827738761901855
77,108,Sports Shoes 108,Sports,0.8323993682861328
77,110,Fitness Band 110,Sports,0.8315430879592896
77,106,Yoga Mat 106,Sports,0.8156541585922241
77,104,Tennis Ball Set 104,Sports,0.812406599521637
78,78,Sunglasses 78,Fashion,0.8993725776672363
78,72,Slim Fit Jeans 72,Fashion,0.8328513503074646
78,74,Running Sneakers 74,Fashion,0.8307251334190369
78,75,Pullover Hoodie 75,Fashion,0.826752781867981
78,73,Casual Jacket 73,Fashion,0.8242602944374084
79,53,Shampoo 53,Beauty,0.6419023871421814
79,58,Body Lotion 58,Beauty,0.6376637816429138
79,57,Hair Oil 57,Beauty,0.6341524124145508
79,54,Perfume 54,Beauty,0.6277496814727783
79,59,Face Cream 59,Beauty,0.6238638162612915
80,125,Tablet 125,Electronics,0.8281072974205017
80,130,Bluetooth Speaker 130,Electronics,0.7984535694122314
80,127,Mechanical Keyboard 127,Electronics,0.7794976830482483
80,123,Wireless Headphones 123,Electronics,0.7761542797088623
80,124,Smartwatch 124,Electronics,0.7739192247390747
81,151,Table Lamp 151,Home,0.9195951819419861
81,155,Wall Clock 155,Home,0.8961867690086365
81,153,Cotton Bed Sheet 153,Home,0.8718329668045044
81,154,Window Curtains 154,Home,0.8686294555664062
81,158,Desk Organizer 158,Home,0.8666069507598877
82,54,Perfume 54,Beauty,0.7372831106185913
82,58,Body Lotion 58,Beauty,0.7345595359802246
82,57,Hair Oil 57,Beauty,0.7304250597953796
82,53,Shampoo 53,Beauty,0.7248106598854065
82,56,Lip Balm 56,Beauty,0.6895477771759033
83,115,Sunscreen 115,Beauty,0.8201984167098999
83,113,Shampoo 113,Beauty,0.8074845671653748
83,114,Perfume 114,Beauty,0.7921992540359497
83,120,Beauty Care Kit 120,Beauty,0.7918152809143066
83,112,Moisturizer 112,Beauty,0.7836097478866577
84,78,Sunglasses 78,Fashion,0.7807570099830627
84,76,Travel Backpack 76,Fashion,0.7698920369148254
84,75,Pullover Hoodie 75,Fashion,0.7672900557518005
84,79,Casual Shoes 79,Fashion,0.7616999745368958
84,77,Wrist Watch 77,Fashion,0.7612264752388
85,69,Computer Monitor 69,Electronics,0.8298428654670715
85,70,Bluetooth Speaker 70,Electronics,0.8058372139930725
85,66,Digital Camera 66,Electronics,0.8046532273292542
85,63,Wireless Headphones 63,Electronics,0.8006006479263306
85,61,Smartphone 61,Electronics,0.8004063367843628
86,106,Yoga Mat 106,Sports,0.8059606552124023
86,104,Tennis Ball Set 104,Sports,0.7731561064720154
86,102,Cricket Bat 102,Sports,0.7728934288024902
86,101,Football 101,Sports,0.7546794414520264
86,103,Badminton Racket 103,Sports,0.7404018640518188
87,28,Java Programming Book 28,Books,0.8659954071044922
87,30,Cloud Computing Book 30,Books,0.8526178002357483
87,23,Machine Learning Book 23,Books,0.8452550768852234
87,26,Operating Systems Book 26,Books,0.8435508608818054
87,24,AI Fundamentals Book 24,Books,0.843086838722229
88,114,Perfume 114,Beauty,0.8925973176956177
88,112,Moisturizer 112,Beauty,0.892203688621521
88,118,Body Lotion 118,Beauty,0.8906536102294922
88,113,Shampoo 113,Beauty,0.8612126111984253
88,111,Face Wash 111,Beauty,0.8576228618621826
89,121,Smartphone 121,Electronics,0.8987694382667542
89,125,Tablet 125,Electronics,0.8982373476028442
89,127,Mechanical Keyboard 127,Electronics,0.8876563906669617
89,126,Digital Camera 126,Electronics,0.8805873394012451
89,128,Wireless Mouse 128,Electronics,0.8769159317016602
90,101,Football 101,Sports,0.8320444226264954
90,104,Tennis Ball Set 104,Sports,0.8184272646903992
90,106,Yoga Mat 106,Sports,0.7988168001174927
90,108,Sports Shoes 108,Sports,0.7721888422966003
90,103,Badminton Racket 103,Sports,0.7692282795906067
91,37,Decorative Cushion 37,Home,0.8688714504241943
91,35,Wall Clock 35,Home,0.8668832182884216
91,40,Home Decor Set 40,Home,0.8560823202133179
91,32,Ergonomic Office Chair 32,Home,0.8448078036308289
91,34,Window Curtains 34,Home,0.8375903367996216
92,52,Moisturizer 52,Beauty,0.8762388825416565
92,58,Body Lotion 58,Beauty,0.8695695400238037
92,54,Perfume 54,Beauty,0.8606361150741577
92,53,Shampoo 53,Beauty,0.8550103306770325
92,56,Lip Balm 56,Beauty,0.8542696833610535
93,83,Machine Learning Book 83,Books,0.8780581951141357
93,90,Cloud Computing Book 90,Books,0.8637136220932007
93,89,Algorithms Book 89,Books,0.8542124629020691
93,87,Computer Networks Book 87,Books,0.8479451537132263
93,82,Data Science Book 82,Books,0.8352953195571899
94,37,Decorative Cushion 37,Home,0.7719879746437073
94,40,Home Decor Set 40,Home,0.7695872187614441
94,31,Table Lamp 31,Home,0.7636855244636536
94,34,Window Curtains 34,Home,0.7552225589752197
94,33,Cotton Bed Sheet 33,Home,0.7454977631568909
95,137,Wrist Watch 137,Fashion,0.878012478351593
95,132,Slim Fit Jeans 132,Fashion,0.8595361709594727
95,131,Cotton T-Shirt 131,Fashion,0.8392002582550049
95,135,Pullover Hoodie 135,Fashion,0.8299638032913208
95,133,Casual Jacket 133,Fashion,0.8161154985427856
96,101,Football 101,Sports,0.8675748109817505
96,106,Yoga Mat 106,Sports,0.8333934545516968
96,104,Tennis Ball Set 104,Sports,0.8267849087715149
96,107,Skipping Rope 107,Sports,0.8244571685791016
96,103,Badminton Racket 103,Sports,0.8130422830581665
97,197,Wrist Watch 197,Fashion,0.7477372884750366
97,198,Sunglasses 198,Fashion,0.743968665599823
97,192,Slim Fit Jeans 192,Fashion,0.733360230922699
97,195,Pullover Hoodie 195,Fashion,0.7230550050735474
97,194,Running Sneakers 194,Fashion,0.7163892388343811
98,37,Decorative Cushion 37,Home,0.8200476169586182
98,31,Table Lamp 31,Home,0.8129174113273621
98,35,Wall Clock 35,Home,0.8027897477149963
98,32,Ergonomic Office Chair 32,Home,0.7990495562553406
98,34,Window Curtains 34,Home,0.7889506220817566
99,183,Wireless Headphones 183,Electronics,0.8998372554779053
99,182,Laptop 182,Electronics,0.889423131942749
99,181,Smartphone 181,Electronics,0.8735188245773315
99,189,Computer Monitor 189,Electronics,0.8732902407646179
99,184,Smartwatch 184,Electronics,0.849941611289978
100,83,Machine Learning Book 83,Books,0.9222590923309326
100,89,Algorithms Book 89,Books,0.9103193283081055
100,87,Computer Networks Book 87,Books,0.9068124294281006
100,90,Cloud Computing Book 90,Books,0.9050504565238953
100,82,Data Science Book 82,Books,0.8763680458068848
101,137,Wrist Watch 137,Fashion,0.9407675266265869
101,132,Slim Fit Jeans 132,Fashion,0.9048734903335571
101,135,Pullover Hoodie 135,Fashion,0.8986321687698364
101,134,Running Sneakers 134,Fashion,0.8943856954574585
101,131,Cotton T-Shirt 131,Fashion,0.8847110271453857
102,165,Gym Gloves 165,Sports,0.8992832899093628
102,161,Football 161,Sports,0.8694113492965698
102,170,Fitness Band 170,Sports,0.8627511858940125
102,168,Sports Shoes 168,Sports,0.8557839393615723
102,164,Tennis Ball Set 164,Sports,0.8371509313583374
103,69,Computer Monitor 69,Electronics,0.830359160900116
103,61,Smartphone 61,Electronics,0.8040852546691895
103,63,Wireless Headphones 63,Electronics,0.8005155324935913
103,70,Bluetooth Speaker 70,Electronics,0.7953087091445923
